"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SRL","Scully Royalty Ltd.","8.96","$112.49M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srl",
"SCU","Sculptor Capital Management, Inc.","23.85","$1.2B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/scu",
"SCVX.U","SCVX Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/scvx.u",
"SE","Sea Limited","46.42","$21.5B","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/se",
"SA","Seabridge Gold, Inc.","13.37","$849.05M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/sa",
"CKH","SEACOR Holdings, Inc.","37.64","$759.55M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ckh",
"SMHI","SEACOR Marine Holdings Inc.","7.92","$173.09M","2017","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/smhi",
"SDRL","Seadrill Limited","1.2","$120.27M","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sdrl",
"SEE","Sealed Air Corporation","32.78","$5.07B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/see",
"SSW","Seaspan Corporation","10.4","$2.24B","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","24.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","24.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","24.81","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","24.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ssw^h",
"SSW^I","Seaspan Corporation","25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ssw^i",
"SSWA","Seaspan Corporation","25.464","n/a","2017","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sswa",
"SEAS","SeaWorld Entertainment, Inc.","27.68","$2.18B","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/seas",
"JBN","Select Asset Inc.","6.17","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","6.25","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jbr",
"WTTR","Select Energy Services, Inc.","6.51","$679.44M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/wttr",
"SEM","Select Medical Holdings Corporation","25.73","$3.46B","2009","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/sem",
"SRE","Sempra Energy","146.87","$41.4B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/sre",
"SRE^A","Sempra Energy","117.25","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/sre^a",
"SRE^B","Sempra Energy","115.94","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sre^b",
"SREA","Sempra Energy","26.59","n/a","2019","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/srea",
"ST","Sensata Technologies Holding plc","43.09","$6.8B","2010","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/st",
"SXT","Sensient Technologies Corporation","52.02","$2.2B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/sxt",
"SQNS","Sequans Communications S.A.","5.36","$128.09M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/sqns",
"SRG","Seritage Growth Properties","35.93","$2.05B","2015","Finance","Real Estate","https://old.nasdaq.com/symbol/srg",
"SRG^A","Seritage Growth Properties","25.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srg^a",
"SCI","Service Corporation International","50.37","$9.11B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/sci",
"SERV","ServiceMaster Global Holdings, Inc.","33.75","$4.58B","2014","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/serv",
"NOW","ServiceNow, Inc.","334.27","$63.44B","2012","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/now",
"SFL","SFL Corporation Ltd","12.6","$1.36B","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sfl",
"SHAK","Shake Shack, Inc.","62.81","$2.36B","2015","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/shak",
"SJR","Shaw Communications Inc.","18.59","$9.19B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","16.9","$3.94B","2014","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/shlx",
"SHW","Sherwin-Williams Company (The)","550.61","$50.78B","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/shw",
"SHG","Shinhan Financial Group Co Ltd","27.91","$13.23B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/shg",
"SHOP","Shopify Inc.","471.18","$49.25B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/shop",
"SSTK","Shutterstock, Inc.","40.85","$1.45B","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/sstk",
"SBSW","Sibanye Gold Limited","9.75","$6.51B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sbsw",
"SIG","Signet Jewelers Limited","22.74","$1.19B","n/a","Consumer Services","Consumer Specialties","https://old.nasdaq.com/symbol/sig",
"SBOW","SilverBow Resorces, Inc.","3.03","$35.71M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sbow",
"SI","Silvergate Capital Corporation","16.25","$303.35M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/si",
"SPG","Simon Property Group, Inc.","132.23","$40.58B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","74.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/spg^j",
"SSD","Simpson Manufacturing Company, Inc.","80.35","$3.56B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ssd",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","25.57","$2.77B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/shi",
"SITC","SITE Centers Corp.","12.25","$2.37B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sitc",
"SITC^A","SITE Centers Corp.","26.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sitc^a",
"SITC^K","SITE Centers Corp.","24.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sitc^k",
"SITE","SiteOne Landscape Supply, Inc.","99.83","$4.15B","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/site",
"SIX","Six Flags Entertainment Corporation New","25.78","$2.18B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/six",
"SJW","SJW Group","69.2","$1.97B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/sjw",
"SKM","SK Telecom Co., Ltd.","19.62","$12.93B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/skm",
"SKX","Skechers U.S.A., Inc.","33.43","$5.24B","1999","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/skx",
"SKY","Skyline Champion Corporation","26.62","$1.51B","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/sky",
"SLG","SL Green Realty Corp","85.03","$6.73B","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/slg",
"SLG^I","SL Green Realty Corp","25.72","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/slg^i",
"WORK","Slack Technologies, Inc.","26.61","$14.65B","2019","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/work",
"SM","SM Energy Company","6.66","$752.5M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sm",
"SMAR","Smartsheet Inc.","48.69","$5.72B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/smar",
"SNN","Smith & Nephew SNATS, Inc.","47.54","$20.8B","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/snn",
"SNAP","Snap Inc.","15.67","$22.25B","2017","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/snap",
"SNA","Snap-On Incorporated","149.45","$8.17B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sna",
"SQM","Sociedad Quimica y Minera S.A.","29.14","$7.67B","1993","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/sqm",
"SOGO","Sogou Inc.","4.05","$1.58B","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/sogo",
"SOI","Solaris Oilfield Infrastructure, Inc.","11.63","$536.82M","2017","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/soi",
"SWI","SolarWinds Corporation","17.69","$5.45B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/swi",
"SAH","Sonic Automotive, Inc.","27.75","$1.18B","1997","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/sah",
"SON","Sonoco Products Company","51.56","$5.16B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/son",
"SNE","Sony Corp Ord","63.94","$78.38B","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/sne",
"SOR","Source Capital, Inc.","39.0942","$331.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sor",
"SJI","South Jersey Industries, Inc.","31.04","$2.87B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/sji",
"SJIJ","South Jersey Industries, Inc.","25.69","n/a","2019","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/sjij",
"SJIU","South Jersey Industries, Inc.","50.43","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/sjiu",
"SCE^G","Southern California Edison Company","24.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^g",
"SCE^H","Southern California Edison Company","24.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^h",
"SCE^J","Southern California Edison Company","23.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^j",
"SCE^K","Southern California Edison Company","24.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^k",
"SCE^L","Southern California Edison Company","23.43","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^l",
"SO","Southern Company (The)","66.19","$69.78B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/so",
"SOJA","Southern Company (The)","25.87","n/a","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/soja",
"SOJB","Southern Company (The)","25.58","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/sojb",
"SOJC","Southern Company (The)","26.06","n/a","2017","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/sojc",
"SOJD","Southern Company (The)","25.38","n/a","2020","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/sojd",
"SOLN","Southern Company (The)","54.29","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/soln",
"SCCO","Southern Copper Corporation","35.03","$27.08B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/scco",
"LUV","Southwest Airlines Company","48.9","$25.3B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/luv",
"SWX","Southwest Gas Holdings, Inc.","71.69","$3.92B","n/a","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/swx",
"SWN","Southwestern Energy Company","1.41","$763.23M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/swn",
"SPAQ","Spartan Energy Acquisition Corp","10.23","$705.87M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/spaq",
"SPAQ.U","Spartan Energy Acquisition Corp","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/spaq.u",
"SPAQ.WS","Spartan Energy Acquisition Corp","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/spaq.ws",
"SPE","Special Opportunities Fund Inc.","14.436","$122.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/spe",
"SPE^B","Special Opportunities Fund Inc.","26.078","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/spe^b",
"SPB           ","Spectrum Brands Holdings, Inc.","54.27","$2.49B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/spb",
"SR","Spire Inc.","82.38","$4.21B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/sr",
"SR^A","Spire Inc.","26.9432","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sr^a",
"SPR","Spirit Aerosystems Holdings, Inc.","59.03","$6.11B","2006","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/spr",
"SAVE","Spirit Airlines, Inc.","32.92","$2.25B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/save",
"SRC","Spirit Realty Capital, Inc.","50.58","$5.04B","2013","Consumer Services","Building operators","https://old.nasdaq.com/symbol/src",
"SRC^A","Spirit Realty Capital, Inc.","26.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/src^a",
"SPOT","Spotify Technology S.A.","140.49","$25.9B","2018","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/spot",
"SRLP","Sprague Resources LP","13.6","$309.37M","2013","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/srlp",
"S","Sprint Corporation","9.55","$39.26B","2013","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/s",
"SPXC","SPX Corporation","46.88","$2.07B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/spxc",
"FLOW","SPX FLOW, Inc.","37.82","$1.61B","2015","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/flow",
"SQ","Square, Inc.","76.59","$32.91B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sq",
"JOE","St. Joe Company (The)","19.8","$1.18B","n/a","Consumer Services","Homebuilding","https://old.nasdaq.com/symbol/joe",
"STAG","Stag Industrial, Inc.","31.15","$4.63B","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/stag",
"STAG^C","Stag Industrial, Inc.","25.82","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stag^c",
"SSI","Stage Stores, Inc.","0.5636","$16.29M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/ssi",
"SMP","Standard Motor Products, Inc.","46.18","$1.04B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/smp",
"SXI","Standex International Corporation","68.42","$852.01M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sxi",
"SWK","Stanley Black & Decker, Inc.","142.21","$21.9B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/swk",
"SWP","Stanley Black & Decker, Inc.","98","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/swp",
"SWT","Stanley Black & Decker, Inc.","95.8","n/a","2019","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/swt",
"STN","Stantec Inc","29.36","$3.27B","n/a","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/stn",
"SGU","Star Group, L.P.","9.07","$419.43M","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/sgu",
"SRT","StarTek, Inc.","7.04","$270.92M","1997","Technology","Professional Services","https://old.nasdaq.com/symbol/srt",
"STWD","STARWOOD PROPERTY TRUST, INC.","24.25","$6.84B","2009","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/stwd",
"STT","State Street Corporation","70.14","$24.85B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stt",
"STT^C.CL","State Street Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stt^c.cl",
"STT^D","State Street Corporation","27.48","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stt^d",
"STT^G","State Street Corporation","27.62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stt^g",
"SPLP","Steel Partners Holdings LP","10.43","$260.99M","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/splp",
"SPLP^A","Steel Partners Holdings LP","22.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/splp^a",
"SCS","Steelcase Inc.","17.05","$2B","1998","Consumer Durables","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/scs",
"SCA","Stellus Capital Investment Corporation","25.59","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sca",
"SCM","Stellus Capital Investment Corporation","13.8","$260.9M","2012","n/a","n/a","https://old.nasdaq.com/symbol/scm",
"SCL","Stepan Company","92.58","$2.08B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/scl",
"STE","STERIS plc","165.44","$14.03B","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ste",
"STL","Sterling Bancorp","17.67","$3.51B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stl",
"STL^A","Sterling Bancorp","26.55","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stl^a",
"STC","Stewart Information Services Corporation","38.45","$911.61M","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/stc",
"SF","Stifel Financial Corporation","59.33","$4.13B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sf",
"SF^A","Stifel Financial Corporation","26.2283","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sf^a",
"SF^B","Stifel Financial Corporation","27.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sf^b",
"SFB","Stifel Financial Corporation","26.04","n/a","2017","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sfb",
"STM","STMicroelectronics N.V.","28.54","$25.39B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/stm",
